"","OrgID","MLocId","StationDes","Lat_DD","Long_DD","HUC8_Name","HUC12_Name","GNIS_Name","EcoRegion2","EcoRegion3","EcoRegion4","COMID","rdden_km_km2","xings_km2","P_AgLand","P_Urban21Land","mines","grvl_mn_km2","P_canal","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","ref.status_2020","WorE","Eco3","ref.status_2020.yn"
"61","OregonDEQ","29872-ORDEQ","Gooseneck Creek",45.01010879,-123.4871634,"Yamhill","Lower Mill Creek",NA,"MARINE WEST COAST FOREST",3,"3d",23796921,2.9677120386941,0.648600570541369,4.29067833478609,8.59252709181422,0,0,0,0,0,0,2,1,1,1,"Trash","W","WV","N"
"62","OregonDEQ","28474-ORDEQ","Mill Creek upstream of Hwy 22",44.99733224,-123.4185131,"Yamhill","Lower Mill Creek","Mill Creek","MARINE WEST COAST FOREST",3,"3d",23796777,2.84472499452577,0.500148824772249,0.330264366173234,4.30447274361144,1,0,0,0,0,0,0,0,1,1,"Not","W","WV","N"
"63","OregonDEQ","10344-ORDEQ","Willamette River at Wheatland Ferry",45.0902697,-123.0454481,"Middle Willamette","Lambert Slough-Willamette River","Willamette River","MARINE WEST COAST FOREST",3,"3b",23791313,2.40985859851794,0.431544431238925,18.0928425464559,1.86695117263416,331,0.0074582810967841,1.66250266164454,0,0,2,0,2,2,0,"Trash","W","WV","N"
"64","OregonDEQ","10640-ORDEQ","Pudding River at Hwy 211 (Woodburn)",45.1504954,-122.7928998,"Molalla-Pudding","Brandy Creek-Pudding River","Pudding River","MARINE WEST COAST FOREST",3,"3b",23800604,2.4132396773133,0.516850294799707,52.7835762097546,2.58970129261596,15,0.00487594617735573,2.56187873050566,0,0,2,0,2,2,2,"Trash","W","WV","N"
"65","OregonDEQ","26803-ORDEQ","Butte Creek",45.14012111,-122.7806951,"Molalla-Pudding","Lower Butte Creek","Butte Creek","MARINE WEST COAST FOREST",3,"3c",23800756,2.98737064746089,0.50263711160449,21.5345017148991,1.05194953292053,3,0,0,0,0,2,1,0,1,1,"Trash","W","WV","N"
"66","OregonDEQ","30361-ORDEQ","Clear Creek",45.22935483,-122.3678466,"Clackamas","Middle Clear Creek","Clear Creek","MARINE WEST COAST FOREST",3,"3d",23809036,3.14539541198486,0.382017938129806,7.73266390326911,1.89551403323201,1,0,0,0,0,0,0,0,1,1,"Not","W","WV","N"
"67","OregonDEQ","25778-ORDEQ","Swagger Creek",45.22772151,-122.3680941,"Clackamas","Middle Clear Creek","Swagger Creek","MARINE WEST COAST FOREST",3,"3d",23810532,2.81342759904679,0.46548433645213,26.3525816273918,3.22907878273215,0,0,0,0,0,2,0,1,1,1,"Trash","W","WV","N"
"68","OregonDEQ","31639-ORDEQ","Delph Creek",45.26675391,-122.2440209,"Clackamas","Lower Eagle Creek","Delph Creek","WESTERN CORDILLERA",4,"4a",23810636,3.10580221993918,0.179057441627252,0.906513983793206,0.0884065168822455,0,0,0,0,0,0,1,1,1,1,"Not","W","Ca","N"
"69","OregonDEQ","35720-ORDEQ","LADY CR AT RM 0.2",45.31603343,-121.8361535,"Lower Columbia-Sandy","Zigzag Canyon","Lady Creek","WESTERN CORDILLERA",4,"4a",23735951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"70","OregonDEQ","24455-ORDEQ","Lady Creek, 1/4 mile above small dam (Zigzag, Sandy, Columbia)",45.31538309,-121.8371826,"Lower Columbia-Sandy","Zigzag Canyon","Lady Creek","WESTERN CORDILLERA",4,"4a",23735951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"71","OregonDEQ","24416-ORDEQ","Little Zigzag Canyon, 1/2 mi downstream of Skyline Trail crossing (Zigzag, Sandy",45.33379073,-121.7320575,"Lower Columbia-Sandy","Zigzag Canyon",NA,"WESTERN CORDILLERA",4,"4d",23737995,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"72","OregonDEQ","30343-ORDEQ","Polallie Creek tributary",45.38725893,-121.6338767,"Middle Columbia-Hood","Middle East Fork Hood River",NA,"WESTERN CORDILLERA",4,"4d",24505350,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"73","OregonDEQ","38541-ORDEQ","Dog River at RM 8.1",45.37733107,-121.5150807,"Middle Columbia-Hood","Dog River","Dog River","WESTERN CORDILLERA",4,"4c",24505036,0.479206155588419,0.20579942787755,0,0.829184694586893,0,0,0,1,0,1,1,1,1,1,"Not","W","Ca","N"
"74","OregonDEQ","38664-ORDEQ","Fivemile South Fork d/s 4430 crossing",45.4194691,-121.4610976,"Middle Columbia-Hood","Fivemile Creek","South Fork Fivemile Creek","WESTERN CORDILLERA",9,"9b",24504598,2.12993332177657,0.593700834149642,0,0,0,0,0,0,0,1,1,1,1,1,"Not","E","EC","N"
"75","OregonDEQ","28083-ORDEQ","Eight Mile Creek at Forest Boundary (EE2600)",45.43339737,-121.357774,"Middle Columbia-Hood","Upper Eightmile Creek","Eightmile Creek","WESTERN CORDILLERA",9,"9c",24504632,1.17103681879414,0.384334524770373,0,1.72020627439613,0,0,0,1,0,1,0,1,1,1,"Not","E","EC","N"
"76","OregonDEQ","28328-ORDEQ","Rsmsey Creek at new Forest Boundary",45.41858409,-121.2939911,"Middle Columbia-Hood","Headwaters Fifteenmile Creek","Ramsey Creek","WESTERN CORDILLERA",9,"9c",24507234,1.6077592015442,0.206949359491743,0,2.96257915220197,0,0,0,0,0,1,0,1,1,1,"Not","E","EC","N"
"77","OregonDEQ","24568-ORDEQ","Ramsey Creek upstream of confluence with Fifteenmile Creek off Dufur Mill Road",45.43368951,-121.2181982,"Middle Columbia-Hood","Headwaters Fifteenmile Creek","Ramsey Creek","WESTERN CORDILLERA",9,"9c",24507134,1.66574876448408,0.445615777344897,10.0248318980753,2.99765332266316,0,0,0,0,0,2,0,1,1,1,"Trash","E","EC","N"
"78","OregonDEQ","24567-ORDEQ","Fifteenmile Creek upstream of Ramsey Creek off Dufur Mill Road",45.43329022,-121.2176732,"Middle Columbia-Hood","Headwaters Fifteenmile Creek","Fifteenmile Creek","WESTERN CORDILLERA",9,"9c",24504668,1.4497612563838,0.412140845012378,3.87549153326062,1.0103918368918,0,0,6.96548335266981,0,0,0,1,1,1,2,"Trash","E","EC","N"
"79","OregonDEQ","38612-ORDEQ","Fifteenmile Creek d/s Underhill diversion",45.43958711,-121.18234342,"Middle Columbia-Hood","Upper Fifteenmile Creek","Fifteenmile Creek","WESTERN CORDILLERA",9,"9c",24504680,1.40561461093406,0.385127159359842,6.78091605120079,1.02526796292893,0,0,6.63137823043936,0,0,0,1,1,1,2,"Trash","E","EC","N"
"80","OregonDEQ","33087-ORDEQ","Fifteenmile Creek at Dufur City Park",45.4510609,-121.1265764,"Middle Columbia-Hood","Upper Fifteenmile Creek","Fifteenmile Creek","COLD DESERTS",10,"10c",24504670,1.37383410885438,0.4250564717884,20.2629677662884,1.26378804727241,0,0,8.84257177916217,0,0,2,1,1,1,2,"Trash","E","ColPl","N"
"81","OregonDEQ","37434-ORDEQ","Fifteenmile Creek at Dufur Park",45.45101925,-121.1251385,"Middle Columbia-Hood","Upper Fifteenmile Creek","Fifteenmile Creek","COLD DESERTS",10,"10c",24504670,1.38396421796213,0.424592391304356,20.2764044145291,1.278917102431,0,0,8.83319023035918,0,0,2,1,1,1,2,"Trash","E","ColPl","N"
"82","OregonDEQ","12547-ORDEQ","Fifteenmile Creek 20 feet upstream of Dufur STP outfall",45.45086759,-121.1231504,"Middle Columbia-Hood","Upper Fifteenmile Creek","Fifteenmile Creek","COLD DESERTS",10,"10c",24504670,1.38744540991278,0.424291282026424,20.2934889446489,1.28107668019721,0,0,8.82472096560026,0,0,2,1,1,1,2,"Trash","E","ColPl","N"
"83","OregonDEQ","30367-ORDEQ","North Fork Clackamas River",45.21723043,-122.2114375,"Clackamas","North Fork Clackamas River","North Fork Clackamas River","WESTERN CORDILLERA",4,"4a",23809970,1.90422822280891,0.303742717768357,0,0,0,0,0,0,0,1,1,1,1,1,"Not","W","Ca","N"
