"MLocId","StationDes","Lat_DD","Long_DD","Eco3","COMID","rdden_km_km2","xings_km2","P_AgLand","P_Urban21Land","mines","grvl_mn_km2","P_canal","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","GIS.status_2020","WorE","Disturb.score","BPJ_final","Ref2020_FINAL","owner"
"526CE0061","Pine Creek, Middle Fork ~1.1mi above SF",41.37625,-120.29183,"EC",7932053,0.0616235106171815,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",1,"Score","YES","DEQ"
"526PS0076","Mill Creek",41.27434,-120.26368,"EC",7929215,0.345776489743926,0.113438876864365,0,0,0,0,0,1,0,1,1,1,1,1,"NO","E",1,"Score","YES","DEQ"
"526PS1612","Parker Creek, SF ~4.7mi above  mainstem",41.41223,-120.24468,"EC",7932037,0.667376225565004,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",1,"Score","YES","DEQ"
"639PS1279","Smoke Creek ~4mi above Sage Hen Spring",40.7335,-120.11783,"NBR",8951906,0.273867263578691,0.0233996948679788,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",3,"Score","YES","DEQ"
"641OWC157","Owl Creek ~1.2mi above Hwy 81",41.37691,-120.14454,"NBR",20318242,0.211353726040688,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",1,"Score","YES","DEQ"
"R5BIO-048","Pine Cr",41.36145,-120.28212,"EC",7928665,0.224643102586521,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",3,"Score","YES","DEQ"
"R5BIO-049","Bald Mtn Cr",41.09567,-122.13599,"KlMt",7960907,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",1,"Score","YES","DEQ"
"13138-ORDEQ","East Fork Hood River at County Gravel Pit (River Mile 0.75)",45.57040173,-121.6158379,"EC",24504424,1.44871157208176,0.507558997886954,6.75057400048444,1.68622523173269,3,0,5.17828556030093,0,0,0,0,0,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"13139-ORDEQ","Middle Fork Hood River at River Mile 1.0 (ODFW Smolt Trap)",45.56240944,-121.6318812,"EC",24504404,1.50407694707962,0.403103655760054,0.921334624682238,0.278605794015292,0,0,0,0,0,0,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"38560-ORDEQ","Hood River, MF at RM 3.4",45.53614293,-121.6261868,"EC",24504410,1.0490886966405,0.250149265377786,0.476088764672182,0.298968727212753,0,0,0,1,0,0,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"dfw_1949","N. Fork Beaver Trib H",44.51922397,-123.931776,"CoRa",23886628,0.912451048937148,0,0,1.44976925621384,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",13,"N","NO","DEQ"
"dfw_39708","Drift Cr",44.90132114,-123.9118847,"CoRa",23881044,2.35777632537558,0.236868154198678,0.0254715845801013,3.44287983146284,0,0,0,0,0,0,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"dfw_588","South Cr",45.35632004,-123.61685756,"CoRa",23876737,3.18064661280551,0,0,3.53407154037704,0,0,0,0,1,1,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"dfw_6104","Carle Cr",43.90458995,-124.03260235,"CoRa",23893433,0.897131799032941,0,0,0.351470050507807,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",16,"N","NO","DEQ"
"dfw_62666","Britt Cr.",43.30729935,-123.03060112,"Ca",23895420,3.12385639228136,0,0,0,0,0,0,0,1,1,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"12522-ORDEQ","Eames Creek at River Mile 4.8",43.98174568,-123.431115,"CoRa",23890364,3.39398434842352,0,0,4.57408414749869,0,0,0,0,1,1,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"33420-ORDEQ","Mcintosh Slough (ODFW)",43.70748,-124.10411,"CoRa",NA,13.2845439856976,0,0,14.3378331341945,0,0,0,2,1,1,2,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"10681-ORDEQ","West Fork Hood River at mouth",45.60483973,-121.6333404,"Ca",24504362,1.57354804888577,0.501431525856142,7.526376121305,1.56027858159713,6,0,3.48196898246855,0,0,0,1,0,1,2,"Trash","W",NA,NA,"Trash","DEQ"
"10728-ORDEQ","Willow Creek at RR Crossing (Vale)",43.98800692,-117.2306332,"SRP",24145066,1.32918382047745,0.451643613500579,8.03185003711882,1.4557820319877,21,0.00552622886374458,8.72112576572859,0,0,0,1,2,2,2,"Trash","E",NA,NA,"Trash","DEQ"
"12266-ORDEQ","Twentymile Creek at Hwy 140",42.17511173,-119.8515755,"NBR",24046403,0.983209261321426,0.557926744218549,8.40254190479922,0.0125533508415383,0,0,100.000000540053,1,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"12313-ORDEQ","Yaquina River at Harmsen Road",44.72587033,-123.6003051,"CoRa",23880772,2.79852833081696,0.911992704058212,0,8.07374313848602,0,0,0,0,0,1,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"12710-ORDEQ","Umatilla River South Fork at Umatilla Springs Campground",45.7254226,-118.1883397,"BM",23648650,1.57230299850834,0.0834297588815797,0,0,0,0,0,0,1,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"12868-ORDEQ","A-3 Channel downstream of Bertelsen Road (end of industrial park)",44.05618263,-123.1682858,"WV",NA,7.70075194483224,0,5.72890488705737,1.26152375683574,0,0,0,2,1,0,1,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"13082-ORDEQ","Patawa Creek at confluence with Tutwilla Creek",45.65406524,-118.7944143,"ColPl",23648398,1.33247436568207,0.363920883599912,55.0289133005125,3.8017323085357,5,0.0202178268666618,0,0,0,2,0,0,2,1,"Trash","E",NA,NA,"Trash","DEQ"
"31482-ORDEQ","Mill CR S FK BLW dam, LC reference site",45.47857645,-121.4426791,"EC",24505178,1.2923015031311,0.188273771580875,0,0.859562991016828,0,0,0,0,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"30357-ORDEQ","Threemile Creek",45.52401931,-121.2036567,"EC",24505200,1.30395099088679,0.131383600698957,24.3469102853133,2.15444994838507,1,0,0,0,0,0,0,0,1,1,"NO","E",NA,NA,"NO","DEQ"
"28974-ORDEQ","Eightmile Creek downstream of County Bridge",45.56023695,-121.0585936,"ColPl",24504608,1.20944227666058,0.37338003978194,28.446138905236,1.77307772116102,1,0.00565727333002939,0,0,0,0,0,0,2,1,"Trash","E",NA,NA,"Trash","DEQ"
"37744-ORDEQ","Umatilla R at Three Mile Dam at gauge #14032450",45.88154504,-119.3236764,"ColPl",23647724,1.22412611885138,0.264940208131621,26.5287861764644,2.1175511174038,51,0.00324416581385658,4.42650363430448,0,0,0,0,2,0,2,"Trash","E",NA,NA,"Trash","DEQ"
"32060-ORDEQ","Mill Creek upstream of Hubbard STP (Pudding River)",45.18599471,-122.81389,"WV",23800582,4.51429891566774,1.23249523657248,49.8047594578616,10.1935330206159,0,0,0,0,0,2,2,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"32513-ORDEQ","Mill Creek 100 feet downstream of Hubbard STP outfall (edge of mixing zone)",45.18645036,-122.8134753,"WV",23800582,4.61861596856014,1.22089243937613,49.3418080941455,10.1481260006072,0,0,0,0,0,2,2,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"23862-ORDEQ","Bear Creek at River Mile 2.1 (Rock, Pudding, Willamette)",45.16762442,-122.6798199,"WV",23800978,2.58850902690493,0.713201165896227,79.6296332706458,4.78680217193437,0,0,0,0,0,2,0,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"35772-ORDEQ","EAGLE CR AT RM 18.5",45.29881113,-122.1014694,"Ca",23809538,0.0273063589102472,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",5,"Score","YES","DEQ"
"21854-ORDEQ","Zig Zag River",45.33843489,-121.9218978,"Ca",23735903,0.727822861450586,0.218900812718243,0,2.10870598526212,2,0,0,1,0,1,0,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"31485-ORDEQ","Cast Creek",45.3761635,-121.8500427,"Ca",23737449,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",0.5,"Score","YES","DEQ"
"31480-ORDEQ","Rushing Water Creek, LC reference site",45.3718058,-121.777972,"Ca",23737505,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",2,"Score","YES","DEQ"
"21876-ORDEQ","Cold Springs Creek upstream of Bluegrass Ridge Trail crossing",45.3975252,-121.5898769,"Ca",24507192,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",2,"Score","YES","DEQ"
"28336-ORDEQ","Eightmile Creek 300 meters upstream of Endersby Bridge",45.49082144,-121.152379,"ColPl",24504618,1.17032367191753,0.316285542587833,8.43125846015785,1.39522060165153,0,0,0,1,0,0,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"28971-ORDEQ","Fifteenmile Creek upstream of Dry Creek",45.50460473,-121.0492399,"ColPl",24504664,1.3013296063418,0.407464425531644,23.045125744007,1.40609996312101,2,0,7.86878671889604,0,0,0,1,0,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"33091-ORDEQ","Fifteenmile Creek - 1/3 miles downstream of Standard Hollow",45.54945516,-120.9742137,"ColPl",24504652,1.13266389405793,0.365692931137265,33.7686192002651,2.16806857916993,6,0,3.97354927088679,1,0,2,0,0,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"37743-ORDEQ","Umatilla R at River Front Park, Oxbow Project",45.84347656,-119.3248971,"ColPl",23647734,1.18868559515058,0.252657227714635,26.2452348388362,1.98817984403808,45,0.00256133322809913,3.15186767959741,0,0,0,0,2,0,2,"Trash","E",NA,NA,"Trash","DEQ"
"11489-ORDEQ","Umatilla River at Westland Road (Hermiston)",45.83561316,-119.3329256,"ColPl",23647736,1.16793225872858,0.252613942549113,26.2601893772411,1.96633350945848,44,0.00239182902632081,3.00856591860276,1,0,0,0,2,0,2,"Trash","E",NA,NA,"Trash","DEQ"
"29871-ORDEQ","Mill Creek",44.97321832,-123.52483,"CoRa",23796789,2.75968348386652,0.584715040396184,0,5.12998950279996,0,0,0,0,0,1,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"29872-ORDEQ","Gooseneck Creek",45.01010879,-123.4871634,"WV",23796921,2.9677120386941,0.648600570541369,4.29067833478609,8.59252709181422,0,0,0,0,0,0,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"28474-ORDEQ","Mill Creek upstream of Hwy 22",44.99733224,-123.4185131,"WV",23796777,2.84472499452577,0.500148824772249,0.330264366173234,4.30447274361144,1,0,0,0,0,0,0,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"10344-ORDEQ","Willamette River at Wheatland Ferry",45.0902697,-123.0454481,"WV",23791313,2.40985859851794,0.431544431238925,18.0928425464559,1.86695117263416,331,0.0074582810967841,1.66250266164454,0,0,0,0,2,2,0,"Trash","W",NA,NA,"Trash","DEQ"
"10640-ORDEQ","Pudding River at Hwy 211 (Woodburn)",45.1504954,-122.7928998,"WV",23800604,2.4132396773133,0.516850294799707,52.7835762097546,2.58970129261596,15,0.00487594617735573,2.56187873050566,0,0,2,0,0,0,2,"Trash","W",NA,NA,"Trash","DEQ"
"26803-ORDEQ","Butte Creek",45.14012111,-122.7806951,"WV",23800756,2.98737064746089,0.50263711160449,21.5345017148991,1.05194953292053,3,0,0,0,0,0,1,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"30361-ORDEQ","Clear Creek",45.22935483,-122.3678466,"WV",23809036,3.14539541198486,0.382017938129806,7.73266390326911,1.89551403323201,1,0,0,0,0,0,0,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"25778-ORDEQ","Swagger Creek",45.22772151,-122.3680941,"WV",23810532,2.81342759904679,0.46548433645213,26.3525816273918,3.22907878273215,0,0,0,0,0,0,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"31639-ORDEQ","Delph Creek",45.26675391,-122.2440209,"Ca",23810636,3.10580221993918,0.179057441627252,0.906513983793206,0.0884065168822455,0,0,0,0,0,0,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"35720-ORDEQ","LADY CR AT RM 0.2",45.31603343,-121.8361535,"Ca",23735951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",0,"Score","YES","DEQ"
"24455-ORDEQ","Lady Creek, 1/4 mile above small dam (Zigzag, Sandy, Columbia)",45.31538309,-121.8371826,"Ca",23735951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",1,"Score","YES","DEQ"
"24416-ORDEQ","Little Zigzag Canyon, 1/2 mi downstream of Skyline Trail crossing (Zigzag, Sandy",45.33379073,-121.7320575,"Ca",23737995,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",1,"Y","YES","DEQ"
"30343-ORDEQ","Polallie Creek tributary",45.38725893,-121.6338767,"Ca",24505350,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",3,"Score","YES","DEQ"
"38541-ORDEQ","Dog River at RM 8.1",45.37733107,-121.5150807,"Ca",24505036,0.479206155588419,0.20579942787755,0,0.829184694586893,0,0,0,1,0,1,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"38664-ORDEQ","Fivemile South Fork d/s 4430 crossing",45.4194691,-121.4610976,"EC",24504598,2.12993332177657,0.593700834149642,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"28083-ORDEQ","Eight Mile Creek at Forest Boundary (EE2600)",45.43339737,-121.357774,"EC",24504632,1.17103681879414,0.384334524770373,0,1.72020627439613,0,0,0,1,0,1,0,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"28328-ORDEQ","Rsmsey Creek at new Forest Boundary",45.41858409,-121.2939911,"EC",24507234,1.6077592015442,0.206949359491743,0,2.96257915220197,0,0,0,0,0,1,0,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"24568-ORDEQ","Ramsey Creek upstream of confluence with Fifteenmile Creek off Dufur Mill Road",45.43368951,-121.2181982,"EC",24507134,1.66574876448408,0.445615777344897,10.0248318980753,2.99765332266316,0,0,0,0,0,0,0,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"24567-ORDEQ","Fifteenmile Creek upstream of Ramsey Creek off Dufur Mill Road",45.43329022,-121.2176732,"EC",24504668,1.4497612563838,0.412140845012378,3.87549153326062,1.0103918368918,0,0,6.96548335266981,0,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"38612-ORDEQ","Fifteenmile Creek d/s Underhill diversion",45.43958711,-121.18234342,"EC",24504680,1.40561461093406,0.385127159359842,6.78091605120079,1.02526796292893,0,0,6.63137823043936,0,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"33087-ORDEQ","Fifteenmile Creek at Dufur City Park",45.4510609,-121.1265764,"ColPl",24504670,1.37383410885438,0.4250564717884,20.2629677662884,1.26378804727241,0,0,8.84257177916217,0,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"37434-ORDEQ","Fifteenmile Creek at Dufur Park",45.45101925,-121.1251385,"ColPl",24504670,1.38396421796213,0.424592391304356,20.2764044145291,1.278917102431,0,0,8.83319023035918,0,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"12547-ORDEQ","Fifteenmile Creek 20 feet upstream of Dufur STP outfall",45.45086759,-121.1231504,"ColPl",24504670,1.38744540991278,0.424291282026424,20.2934889446489,1.28107668019721,0,0,8.82472096560026,0,0,0,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"30367-ORDEQ","North Fork Clackamas River",45.21723043,-122.2114375,"Ca",23809970,1.90422822280891,0.303742717768357,0,0,0,0,0,0,0,1,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"30331-ORDEQ","South Fork Eagle Creek",45.24328691,-122.083652,"Ca",23809532,1.89704635788923,0,0,0,0,0,0,0,1,1,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"17048-ORDEQ","Eagle Creek at River Mile 22.76",45.2736718,-122.044058,"Ca",23809544,0.0013056518271138,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",3,"Score","YES","DEQ"
"35739-ORDEQ","SALMON R AT RM 10.8",45.272908,-121.9385206,"Ca",23735847,0.675498135307144,0.0883454250321655,0,0.561569379657871,1,0,0,1,1,1,1,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"35738-ORDEQ","SALMON R SF AT RM 0.2",45.2699836,-121.9403955,"Ca",23736453,0.0862521532958071,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",4,"Score","YES","DEQ"
"21821-ORDEQ","South Fork Salmon River, 5.6 miles on Salmon River Road",45.26878201,-121.941784,"Ca",23736455,0.0611349802072621,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",4,"Score","YES","DEQ"
"31396-ORDEQ","Salmon River",45.26830418,-121.9307462,"Ca",23735849,0.781015832480801,0.0988176468553754,0,0.663032716212633,1,0,0,1,1,1,1,0,1,1,"NO","W",NA,NA,"NO","DEQ"
"13200-ORDEQ","Tributary to Salmon River",45.29010197,-121.9288326,"Ca",23737605,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",1,"Score","YES","DEQ"
"13231-ORDEQ","Big Horn Creek at mouth",45.26243472,-121.9208773,"Ca",23737687,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",0,"Score","YES","DEQ"
"24040-ORDEQ","Cold Spring Creek nr Elk Meadows (Hood River East Fork)",45.34399373,-121.6155788,"Ca",24507344,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",3,"Score","YES","DEQ"
"33088-ORDEQ","Fifteenmile Creek downstream of FSR 2730",45.35022396,-121.4732177,"EC",24504702,0.763696318896171,0.177692485384793,0,0,0,0,0,1,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"30344-ORDEQ","Fifteenmile Creek",45.38731252,-121.3516546,"EC",24504690,0.745080428089534,0.119636401049938,0,0.00855027849752378,0,0,0,1,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"33089-ORDEQ","Fifteenmile Creek upstream of FSR 4421",45.38655533,-121.3442715,"EC",24504690,0.743335371352334,0.117607763994151,0,0.00840529409774955,0,0,0,1,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"38613-ORDEQ","Fifteenmile Creek u/s Rd 4421 bridge",45.38657475,-121.33906953,"EC",24504690,0.753946539115265,0.140017782258352,0,0.00833909399931735,0,0,0,1,0,1,1,1,1,1,"NO","E",NA,NA,"NO","DEQ"
"28977-ORDEQ","Fifteenmile Creek at Dufur City Reservoir intake",45.39582049,-121.2786149,"EC",24504688,0.911083027251892,0.14342469486397,0,0.00732171499731702,0,0,10.9242170308355,1,0,1,1,1,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"12550-ORDEQ","Fifteenmile Creek at Boyd Market Road at Dufur",45.4516742,-121.1155216,"ColPl",24504666,1.35100654233681,0.425541354244622,16.5827323301352,1.20608722958253,1,0,8.59312856148326,0,0,0,1,0,1,2,"Trash","E",NA,NA,"Trash","DEQ"
"35624-ORDEQ","MILL CR AT RM 26.2",45.98928911,-118.0597876,"BM",23638006,0.118598534754445,0.0108957030615835,0,0.364124547222923,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E",7,"Y","YES","DEQ"
"33886-ORDEQ","Pudding River at River Mile 40.5",45.0636308,-122.8384425,"WV",23800650,2.42356529487364,0.454229853283759,38.8623855032702,1.83756508637214,13,0.00572558638592974,0,0,0,2,0,0,2,1,"Trash","W",NA,NA,"Trash","DEQ"
"30405-ORDEQ","Winslow Creek",45.18971779,-122.1382747,"Ca",23809996,1.86678253366272,0.585103270727273,0,0,0,0,0,0,0,1,1,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"23901-ORDEQ","Tumbling Creek, 1/3 mile upstream of Salmon River (Salmon, Sandy, Columbia)",45.2334662,-121.8807447,"Ca",23737695,0.00224037813041018,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",0,"Score","YES","DEQ"
"35731-ORDEQ","STILL CR AT RM 12.2",45.28729135,-121.7393852,"Ca",23738133,2.65149737726513,1.62707452001295,0,8.30479095845379,1,0,0,0,2,1,0,0,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"38606-ORDEQ","Badger Creek Trib (RM 19.8) at RM 0.9",45.32809178,-121.5256904,"Ca",23720273,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",1,"Score","YES","DEQ"
"30360-ORDEQ","Dry Creek",45.38553838,-121.0930627,"ColPl",24507340,0.909679104874904,0.326905552899438,9.66727241693106,2.6280734473783,1,0,0,1,0,0,0,0,1,1,"NO","E",NA,NA,"NO","DEQ"
"12026-ORDEQ","Umatilla River at Hwy 320 (Echo)",45.74217306,-119.1990128,"ColPl",23647964,1.20192711763997,0.244335859931777,24.0117391609323,1.91766404532746,36,0.00248477145693332,0.404015810743326,0,0,0,0,2,0,0,"Trash","E",NA,NA,"Trash","DEQ"
"29870-ORDEQ","Rickreall Creek",44.90068806,-123.5028298,"CoRa",23791133,3.54944486291288,0.604584970928215,0.00302292450770004,3.87460397027841,0,0,0,0,0,0,0,1,1,1,"NO","W",NA,NA,"NO","DEQ"
"33488-ORDEQ","Claggett Creek",44.99041812,-123.0147807,"WV",23792103,9.37080387300414,1.41412713002902,0.507535412815213,5.64780646812638,1,0.0392813091674729,0,2,2,0,0,0,2,1,"Trash","W",NA,NA,"Trash","DEQ"
"33525-ORDEQ","Claggett Creek",44.9761142,-123.0016294,"WV",23792105,9.27546298674088,2.63296471827273,0.935356298604546,5.31883541002279,0,0,0,2,2,0,0,1,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"29874-ORDEQ","Abiqua Creek",45.0361361,-122.8042558,"WV",23800714,2.9412299150799,0.429226594273812,19.2945155671499,1.24364635567523,7,0.0100994492770309,0,0,0,0,1,0,2,1,"Trash","W",NA,NA,"Trash","DEQ"
"14008-ORDEQ","Clackamas River at Memaloose Road",45.1925,-122.21215,"Ca",23809112,1.35174471616532,0.292589409917125,0.0012528134538428,0.850190396334541,21,0,0,0,0,0,1,2,1,1,"Trash","W",NA,NA,"Trash","DEQ"
"35770-ORDEQ","ROARING R AT RM 0.4",45.16153629,-122.1118859,"Ca",23809492,0.429253163618132,0.0362731842324089,0,0.000560869498048238,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",5,"Y","YES","DEQ"
"30339-ORDEQ","Roaring River",45.19648119,-121.9380373,"Ca",23809510,0.593655839447246,0,0,0.00444110488479729,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W",10,"Score","YES","DEQ"
